Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Georgia,GEO,66.2455094199309,66.25415204496,66.2750016378734,66.3010869019038,66.3660935544756,66.4906246021536,66.7420495880393,67.0593997840584,67.3860845279175,67.6509056694827,67.8041442765837,67.7136605899951,67.5609592860029,67.3393021613599,67.0450679018296,66.6847158789747,66.2513541446164,65.7973525687527,65.3392679684092,64.9075189559556,64.5262782931875
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Germany,DEU,67.8392121107484,67.6059576532169,67.3725354823164,67.1390568671845,66.9146765603129,66.7150433096359,66.5049534794839,66.3116670314648,66.1371117608333,65.992669637999,65.8788668173044,65.7852529060684,65.7482093825583,65.7323487351617,65.68373814054,65.5644705515865,65.3959908493306,65.177823589612,64.9170079001335,64.6375192034153,64.3569551788337
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Ghana,GHA,54.6695509318603,54.903778563145,55.2191080470134,55.5845580827534,55.9564745232573,56.3107613684424,56.6433837353722,56.9593788454301,57.2638992183994,57.5686506192974,57.8755347287624,58.0424340720424,58.2163295373022,58.3993585302269,58.5948936458752,58.8044901102204,58.9466028390968,59.1301639529467,59.3350404080317,59.5378056888691,59.7284936668368
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Greece,GRC,68.4689116795872,68.2684391344814,68.0207613725435,67.7534770838169,67.5224779866332,67.35838555925,67.0013253194302,66.6919356373239,66.4074619650591,66.1137163125434,65.7932203287086,65.5525091284309,65.3157625015942,65.0809645733439,64.8470824904574,64.6191514810385,64.5147682306055,64.3958389509388,64.2734830567542,64.161931282466,64.0596892235232
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Grenada,GRD,58.0718251923021,59.1463355577294,60.2688306926298,61.3355127157348,62.2643679262461,63.055006162754,63.7702152802264,64.4148683334918,65.040395994538,65.6656174082372,66.2364801897715,66.4453724858609,66.7432943059769,67.0148839789221,67.1631374997704,67.1739705654249,67.1633669203073,67.0319461731335,66.8168033448777,66.6053587850325,66.4308630235596
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Guam,GUM,64.1605881709146,64.063529005569,63.9887769125057,63.9449139915165,63.9698673632678,64.0825242105529,64.2359185114215,64.4809155980283,64.7696119117684,65.0327207868062,65.2335616266526,65.4008967261979,65.4935123378084,65.5345464973474,65.5667759725741,65.6002669088617,65.6142030426324,65.6539709400357,65.6863809661696,65.6759955527395,65.6056880462154
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Guatemala,GTM,52.2861245845007,52.5424685361259,52.7514962918696,52.9563269500574,53.221879474952,53.5776725584276,54.0097981484093,54.5443258398139,55.1460872108149,55.7565825662745,56.34349998363,56.9962099301476,57.5873804931002,58.1420683598729,58.6966744699381,59.2610003095537,59.7478598059853,60.2527879150835,60.7525320983504,61.2116835268401,61.6155290192306
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Guinea,GIN,50.1378518650654,49.9539567220513,49.8573038154574,49.8417645054154,49.8929108758789,49.9965475909375,50.0749455407913,50.1931045090428,50.3500947550785,50.5466673638104,50.7821097280895,50.9922967021072,51.2440209759059,51.524256764802,51.810369705556,52.0865217272645,52.465734554428,52.8448142488941,53.2238042069734,53.6081052702297,53.9987260899146
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Guinea-Bissau,GNB,51.6628222235726,51.927135879052,52.2149494640293,52.522510237239,52.8469910741748,53.1757043117486,53.3554106800253,53.5521057452731,53.7548308978421,53.9552307703712,54.1476777536305,54.2134973438713,54.3117386582628,54.4244670879203,54.5381600614971,54.6510998720932,54.683753375994,54.7423754680291,54.8371314563334,54.9830758354582,55.1870146407446
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Guyana,GUY,60.2681076448176,60.0354801222749,59.6654891519612,59.2851305051514,59.0630476964399,59.0876256260361,59.8029324318711,60.6491317848981,61.5679610935477,62.4340994867049,63.1661676247205,63.672895158159,64.0858672039545,64.4129674628104,64.6863947182268,64.9248402464323,65.0657014550772,65.2175763845711,65.335183554427,65.3584851667037,65.2685391429937
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Haiti,HTI,55.6352662147502,56.0370359743886,56.4293163813734,56.8091788590336,57.18454700894,57.5607419800228,57.8904169544832,58.216367038611,58.545567444628,58.8892519998375,59.2527711938562,59.5843795048078,59.9355960873794,60.2953750597918,60.6486922136477,60.9877461095473,61.2677525860311,61.5401180401382,61.8083518936764,62.0777430536966,62.35143645339
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Honduras,HND,53.4971508898992,53.806136691355,54.1993559201445,54.6474764220407,55.1149238502569,55.5888502256004,56.1312644594172,56.6567433154409,57.1934561715985,57.7824930758118,58.4375777730488,59.1024460210755,59.8245209787041,60.5719756763665,61.2903070920293,61.946505377642,62.5590469857224,63.0940799424076,63.5685008076122,64.0123856506135,64.4386193212916
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Hong Kong SAR, China",HKG,72.1238897196581,72.4055676623296,72.6328771109146,72.8461753627721,73.0986841851648,73.4055200519265,73.8609954602122,74.3074686239723,74.7116732780063,75.0036175155337,75.1240789448563,75.1148704291246,74.9984815906346,74.7346298614514,74.2849914572083,73.6460610331539,73.0503667956919,72.2183062832435,71.2240545977674,70.1750394088127,69.1308007850093
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Hungary,HUN,68.0741082609698,68.2483916876417,68.4054924014606,68.5581553210611,68.7133792345232,68.8644793240331,68.8182855951772,68.8268201121113,68.8878164611278,68.9709530827991,69.0477034703048,68.9301695285215,68.8124863270372,68.6560694038381,68.4188287373237,68.0825774553553,67.626637000505,67.0498733635751,66.4302824033255,65.8723226655215,65.4282334047697
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Iceland,ISL,65.1862285378073,65.4473024704232,65.6004121557921,65.7099099849975,65.8431350994833,66.0114787832354,66.2851995195516,66.5813626578151,66.8576446972232,67.0662718074302,67.1973726929897,66.9917829562809,66.7746551533539,66.5319832389429,66.2617089782528,65.9729350811372,65.7877943203916,65.5848059020374,65.3725873369903,65.1607080178509,64.9537133362443
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,India,IND,60.9086204587155,61.188987161801,61.4993846950302,61.8308447925579,62.1738969981162,62.522764845341,62.8084298076055,63.10261028742,63.4092478376017,63.7419669083826,64.1082105303446,64.4294040032985,64.805519437056,65.2084890633965,65.5959799011296,65.9441640546302,66.2742624652675,66.538187109893,66.7667424975064,67.0038111931616,67.2654998846254
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Indonesia,IDN,64.6084658022563,64.7868243453215,64.9312679578045,65.0565536971995,65.1824123281424,65.3179695016299,65.6106420342572,65.8362151967401,66.003012310345,66.1197660488296,66.2093843916999,66.4316750583878,66.607676400005,66.7700526264127,66.9535676661474,67.1655921852769,67.2429803958788,67.4031501634853,67.5916370820079,67.734577835602,67.8014803219093
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Iran, Islamic Rep.",IRN,61.6561911104735,63.1207592360301,64.581132117871,65.9817241000381,67.2483996345187,68.3431120802171,69.1268413357228,69.7815963011909,70.2812125644427,70.6199219889926,70.8080712373719,70.9335827714083,70.9340078627079,70.8198460026411,70.6073056525482,70.3118532200932,70.0525811997687,69.7134511301508,69.3388675341431,68.9868198948437,68.6909492843262
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Iraq,IRQ,53.5920861654506,53.740694261196,53.9318654131678,54.1490048216579,54.3723952393414,54.5997657553869,54.6177144929832,54.6396993785445,54.6836253660552,54.7532747720114,54.8348939559362,55.4387231369588,56.012887546511,56.5504349753672,57.0687869455585,57.5857407545728,57.7478285542845,57.9941922277341,58.2898349360976,58.5805396076595,58.8435231998176
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Ireland,IRL,68.012369739867,68.4739520774963,68.8297435157336,69.077801529418,69.2272302760138,69.2873820125118,69.1575921560489,68.9741414374049,68.7417570074495,68.4788732018326,68.2043272751306,67.6057071227951,67.0189735770902,66.4457117897345,65.8827485862934,65.3362278811587,65.0970797390593,64.890068519016,64.7277787116415,64.6267942926721,64.5897776857887
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Israel,ISR,61.8921282553671,61.9243463930426,61.9885714989659,62.0618809902054,62.1125037794024,62.1261512595415,62.2706188047637,62.3577198132768,62.3898492999979,62.3691904655806,62.2878600074104,62.0503265616861,61.7831077595762,61.4941793890786,61.1983530367715,60.9126288307687,60.6010739938476,60.3299090424763,60.0977675160436,59.9057536718941,59.7571842757265
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Italy,ITA,67.3910146828369,67.178073403485,66.9170590403686,66.6360349873433,66.3798967164318,66.1733373012215,65.9720758307721,65.8446509226949,65.7580077454458,65.6540286986222,65.4943700259463,65.2711916526445,65.0201886386071,64.7592901271348,64.5244929532747,64.3359820070799,64.160474265558,64.0252405238968,63.9192043068525,63.8212058366567,63.710816474514
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Jamaica,JAM,60.0380984525188,60.3577520037746,60.730936983005,61.1362434335989,61.5447988359697,61.9461000590145,62.5003494400065,63.0366295827618,63.5869463628142,64.1661155496547,64.7470876653644,65.2546118462283,65.7318168192047,66.1680505066617,66.5541735547394,66.8903131454251,67.0954113843473,67.2924438382278,67.4532607662342,67.5463889272352,67.5640718676117
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Japan,JPN,68.2316773916136,67.9135661018633,67.6030605815899,67.2817783440195,66.924610384239,66.5177671238799,66.1353035826196,65.7156229412229,65.2515796688881,64.7316507776283,64.1471468940669,63.5357234200291,62.8795791700886,62.2084890919512,61.5688116965961,60.9912848236834,60.4938234789163,60.0761301376108,59.7267812806245,59.4249196996624,59.1541701977256
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Jordan,JOR,57.3295854186624,57.5803820187161,57.8155624083922,58.0412327499112,58.2513596179665,58.4081371782987,58.4982658882357,58.6059456970751,58.7084864770384,58.8015975024879,58.8918409720033,59.0388871184414,59.2399445139545,59.4926413164576,59.8232077129417,60.2676393381589,60.7565965682836,61.303517744971,61.9080193928583,62.5443415728095,63.192456357037
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Kazakhstan,KAZ,65.6358670293262,66.1525847565476,66.5650030568527,66.94468577933,67.3602943997104,67.8254619433977,68.1344698065778,68.4910251517886,68.8361387690664,69.073977216366,69.134082672344,68.7775754411434,68.3360470166149,67.8053663087127,67.1999116896492,66.5429794737269,65.7740682874074,64.9483167025433,64.1476039511304,63.4664061152816,62.9530247236643
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Kenya,KEN,52.4781744980855,52.6548983998205,52.963736179638,53.3302599840669,53.6536231196334,53.8921463119553,54.0815829187432,54.1913627089512,54.2713794520559,54.4033229644315,54.6263043687425,54.8499761708863,55.1783625759348,55.5814203876755,56.0138783562461,56.4557151693827,56.9216999411272,57.3938820427461,57.8786464540153,58.3827990325175,58.9012100433659
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Kiribati,KIR,56.7242523342338,57.0198837493739,57.6553462001031,58.4634434625992,59.1476148907723,59.5396696452748,60.2334036441495,60.3168025526537,60.1249481070463,60.0762904983652,60.3320800178767,60.2646856619051,60.5838112249695,61.077022893688,61.4081597206351,61.4432525015776,61.3940137215172,61.0294504108341,60.5073933722928,60.0794177167831,59.868228281526
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Korea, Dem. People's Rep.",PRK,68.1669496043778,68.1458852253363,68.0447395232442,67.9145004002561,67.8421796463289,67.8694555639609,67.8696167228383,67.9935544126629,68.2012100134997,68.4186453758771,68.604401446977,68.7682420680251,68.8506770690843,68.9186468543669,69.0754092838993,69.3612008942404,69.6297979288093,70.0354485333659,70.4633660858305,70.7486289048058,70.8080153875182
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Korea, Rep.",KOR,72.1991620760662,72.3767406114556,72.3728059350227,72.2766756697456,72.234106876433,72.3094622576386,72.4472407179713,72.6278882287909,72.8445484706986,73.0503541002849,73.2050830874388,73.2828194277851,73.3531667464333,73.4044049864262,73.4136485826217,73.3589197335943,73.164128513294,72.9222529604083,72.6081205891396,72.1933794912468,71.6662845332923
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Kuwait,KWT,70.0428776166519,70.3562812784971,70.7962622315333,71.2814335134755,71.6681542127851,71.8607804253197,72.692478151994,73.3431735142585,73.833032945295,74.2877550694867,74.7854194881887,75.0562489346793,75.4550587917714,75.9185917780747,76.3407488767769,76.6767363882124,76.460894013584,76.1950830095616,75.9106395650123,75.6663227228938,75.5019879074719
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Kyrgyz Republic,KGZ,59.5523981082413,60.1400288061101,60.8158336911094,61.6084275949281,62.4932501555367,63.4009063813765,64.0052400465071,64.5898111099624,65.0736187528057,65.405261017,65.5796726587811,65.5179250449716,65.2969736600555,64.9550547231581,64.5597115389222,64.1648659256961,63.7226986350758,63.4065152729528,63.1548549102717,62.8980103961283,62.6232661654043
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Lao PDR,LAO,53.0706839228356,53.5755812556312,54.0971403792949,54.6663223733287,55.313227631341,56.0331110445025,56.8297288060329,57.6323964482112,58.422358276194,59.177071028749,59.8881290540416,60.5014960850354,61.1083042518229,61.6777480453439,62.1648295509654,62.5514822069304,62.8821185869504,63.1255128156266,63.3209313536048,63.5330161079189,63.7935911462485
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Latvia,LVA,67.1549859825079,67.4445550989468,67.6944347982663,67.9382162224049,68.1971424195924,68.4623353624989,68.3332089924524,68.2462357074714,68.1494469337836,67.9836440482379,67.7321447702327,67.3284900244076,66.8907828648981,66.4204186200492,65.9201204817489,65.387095191708,65.0915327519189,64.5904329718102,63.9606027403227,63.3557327862224,62.8805141347833
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Lebanon,LBN,63.2063835069317,63.0536800166174,62.9895234690791,63.0234881932378,63.2384976686105,63.711853524002,64.4518528587513,65.3521122033568,66.3530294721161,67.2537401626336,67.8254315866491,67.8006222960054,67.5557984199688,67.1184040918502,66.6522388279015,66.3349088995355,66.4866424267915,66.6657183878929,66.901764700394,67.1544885265763,67.3821560352475
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Lesotho,LSO,55.9092760541597,56.3880456246868,56.8620805003771,57.3575518196069,57.8823394518281,58.4185572567499,58.7560724223205,59.1688048146832,59.6136939272689,60.0410224251569,60.4286671400459,60.6301165592368,60.8358635311073,61.0835925522423,61.4066441719743,61.7959214597617,61.9357792417459,62.1459655927181,62.3825609677432,62.6072570612271,62.8131463709401
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Liberia,LBR,53.8358675717652,53.7159178273532,53.6780319823693,53.7173169956497,53.7636682143517,53.7465088269037,53.65715780706,53.5786159725077,53.5156574811661,53.5166175519088,53.6233898928805,53.7166053133797,53.8840605572171,54.1217804438163,54.4102703379695,54.7322253104156,55.0003302965671,55.2985756107852,55.6215816108536,55.961387571612,56.3093046002704
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Libya,LBY,62.3817655118404,63.1054105930871,63.8590339081508,64.6017549537438,65.2748069491646,65.8490632416643,66.2277012308064,66.5100697313561,66.7184045284603,66.8965064141021,67.0725562199816,67.0409266901206,67.0149519198033,66.988731654526,66.9486518233075,66.8933980335961,66.9987286207584,67.1314280921066,67.2887220132367,67.4734841353358,67.6894097936749
